text,label
nabiyak yung lupa pagkatapos ng lindol.,disaster
latest deal: inorder items today!,not_disaster
latest deal: gadget sale items today!,not_disaster
bike for sale.,not_disaster
nagkaroon ng oil leak sa dagat.,disaster
"Sinkhole sa kalsada, delikado dumaan",disaster
"nasira ang kabuhayan ng mga magsasaka sa bagyo, cash donations needed.",disaster
"airpods for sale, legit.",not_disaster
"Volcanic eruption, maraming tao nag-evacuate",disaster
nag jogging kami.,not_disaster
"selfie ko sa bagong haircut, bet nyo?",not_disaster
"Tulong sa pag-save, maraming gastos",not_disaster
grabe earthquake dito sa amin.,disaster
nabalitaan ko na nasunugan sa probinsya.,disaster
"Tulong po, paano ba to",not_disaster
barangay hall asking for blankets and rice donations,disaster
burger combo meal.,not_disaster
promo ngayon! brand new ng milk tea.,not_disaster
"aftershock pa rin nararamdaman, nakakakaba.",disaster
looking for supplier of eggs and chicken.,not_disaster
grabe malakas na ulan dito sa amin.,disaster
"May landslide sa eskwelahan, hindi madaanan",disaster
"meet-up lang sa palengke, bibili ng damit",not_disaster
latest deal: nagbili items today!,not_disaster
latest deal: brand new items today!,not_disaster
"check out this shop, maraming kumain.",not_disaster
ang daming tao kasi bumaha sa barangay.,disaster
"water shortage, walang tubig sa buong barangay",disaster
nag movie kami sa mall.,not_disaster
"medical supplies needed, maraming sugatan",disaster
ang daming promo na pagkain sa food park.,not_disaster
"shelter needed, maraming pamilya walang matuluyan",disaster
"Tulong sa pag-organize, gulo na ang kitchen",not_disaster
mga puno natumba.,disaster
nag travel kami.,not_disaster
"christmas sale, perfect time para mag-shopping",not_disaster
cod and free shipping nationwide,not_disaster
"performance review, growth opportunity",not_disaster
for sale preloved books,not_disaster
"barangay needs extra generators, brownout pa rin",disaster
"nasira ang kabuhayan ng mga mangingisda sa bagyo, humihingi ng cash donations.",disaster
ang daming tao kasi nasusunog sa barangay.,disaster
ang daming tao kasi burning building sa barangay.,disaster
"check out this shop, maraming binebenta.",not_disaster
"sunog ang sumira sa kabuhayan namin, humihingi ng cash donations.",disaster
ang daming delivery na pagkain sa food park.,not_disaster
mga bubong natangay ng hangin.,disaster
ang daming nagkainan na pagkain sa food park.,not_disaster
nag swimming kami kanina.,not_disaster
latest deal: buy 1 take 1 items today!,not_disaster
bagong bukas na cafe.,not_disaster
promo ngayon! bili ng milk tea.,not_disaster
walang kuryente buong araw dahil sa bagyo.,disaster
mga bangka natabunan ng malakas na alon.,disaster
"malakas yung baha dito sa pila, kailangan ng tulong asap",disaster
nagdulot ng landslide yung malakas na ulan.,disaster
"Tulong sa pagluluto, hindi ko alam paano",not_disaster
nagkaroon ng landslide ulit.,disaster
there was a report of landslide in the city.,disaster
there was a report of bagyo in the city.,disaster
"nag order ako ng foodpanda, ang bilis dumating",not_disaster
nagkaroon ng storm surge.,disaster
"nasira ang mga pananim sa bagyo, farmers need financial assistance.",disaster
promo ngayon! binebenta ng milk tea.,not_disaster
new clothes available.,not_disaster
"kailangan ng gamot, maraming inuubo at nilalagnat",disaster
"Tulong sa pag-track, hindi ko alam kung saan",not_disaster
"swap iphone 11 to samsung s21, pm me kung interested",not_disaster
"inorder ng iphone 14 pro max, pm me.",not_disaster
nawasak yung bubong.,disaster
nagahanap ako ng buyer para sa electric fan,not_disaster
volunteers needed for repacking relief goods,disaster
"nasira ang kabuhayan ng mga magsasaka sa bagyo, financial assistance needed.",disaster
"pre-order korean noodles, closing tonight.",not_disaster
"Tulong sa pag-buy, maraming kailangan",not_disaster
"ukay shoes for sale, pila meetup only.",not_disaster
"Tulong sa pag-linis, maraming dumi",not_disaster
"canon camera for sale, negotiable.",not_disaster
"friendship celebration, bond strengthening",not_disaster
"tornado sa bayan, maraming puno natumba",disaster
sarap ng ramen dito sa shop.,not_disaster
"available grocery delivery, pm for rates.",not_disaster
"free shipping nationwide, order na kayo",not_disaster
congrats graduates! hard work pays off,not_disaster
"sunog sa palengke, maraming nawala ng kabuhayan",disaster
lazada sale haul.,not_disaster
free delivery for orders above p500,not_disaster
ang daming tao kasi gumuhong lupa sa barangay.,disaster
"rescue operation ongoing, maraming tao na-trap",disaster
sarap ng bagong ramen shop dito sa laguna,not_disaster
there was a report of burning building in the city.,disaster
nabalitaan ko na bumagyo sa probinsya.,disaster
"may concert bukas, sobrang excited",not_disaster
buy 1 free 1 burger.,not_disaster
"Fire incident sa eskwelahan, mga estudyante na-evacuate",disaster
grabe house on fire dito sa amin.,disaster
"order na ng takoyaki, masarap.",not_disaster
food shortage in evacuation site,disaster
"dessert craving, ice cream time",not_disaster
nag shopping ulit.,not_disaster
ang daming tao kasi nagbagyo sa barangay.,disaster
barter smartphone for mountain bike,not_disaster
barter guitar pedal for keyboard,not_disaster
"emergency evacuation, lahat ng tao lumikas",disaster
"evacuation center kulang sa hygiene kits, donations needed.",disaster
nabalitaan ko na super typhoon sa probinsya.,disaster
there was a report of lindol in the city.,disaster
"ground shaking, maraming bintana nabasag",disaster
"cod delivery sa pila area, pm for details",not_disaster
barangay nurse requesting medicine donations,disaster
"matinding ulan ang sumira sa aming bahay, umaapela ng cash donation.",disaster
"foodtrip ng iphone 14 pro max, pm me.",not_disaster
laptop promo.,not_disaster
"Fire sa apartment, mga residente nag-evacuate",disaster
"new phone unboxing, so excited",not_disaster
"Tulong sa pag-choose, maraming options",not_disaster
"selling preloved clothes, mura lang.",not_disaster
nagkaroon ng flashflood sa bayan.,disaster
local ngo accepting donations for typhoon victims,disaster
promo ngayon! inorder ng milk tea.,not_disaster
"nagbili ng iphone 14 pro max, pm me.",not_disaster
latest deal: binili items today!,not_disaster
"theater show tonight, cultural night",not_disaster
ang init ng abo mula sa bulkang sumabog.,disaster
"check out this shop, maraming delivery.",not_disaster
"volunteer work, giving back",not_disaster
"yung ilog umapaw, baha buong barangay.",disaster
nag landslide sa gilid ng kalsada.,disaster
"delivery ng gulay, tawag lang po",not_disaster
"strong quake sa probinsya, maraming tao na-stranded",disaster
"looking to buy baby crib, pm offers",not_disaster
nagkaroon ng sunog sa ospital.,disaster
nagkaroon ng pagsabog sa pabrika.,disaster
there was a report of earthquake in the city.,disaster
happy anniversary sa aking magulang,not_disaster
barangay captain requesting donations for evacuees,disaster
"ingat mga kapitbahay, may house on fire kanina.",disaster
latest deal: promo items today!,not_disaster
new restaurant promo.,not_disaster
"malakas na ulan, posibleng mag landslide ulit",disaster
"may mga paninda kaming ibinebenta, interesado ba kayo?",not_disaster
Tulong sa paghahanap ng nawawalang bagay,not_disaster
"ptpa🙏☺️♥️ hello po good day ma'am /sir 🔥🔥 bumibili po ako ng mga sirang alahas kahit putol putol bumibili ako o kahit buo 🔥 10k/12k/14k18k/21k/22k/24k!!! 👌mga papel di ahensya 👌mga walang kapares na hikaw 👌putol na kwintas 👌putol na bracelet 👌sirang singsing 👌sirang bangle 👌sirang angklet 👌o kahit mga lightweight 👌perang abroad 👌 white gold 👌platinum 👌diamond 💎 💯💯💯💯💯💯💯 direct pm lang po , meet up / pick up po ma'am sir 🔥 #noscammers #legitbuyer #legitgoldbuyer #noscammersallowed #goldbuyer",not_disaster
"check out this shop, maraming kain.",not_disaster
ang daming inorder na pagkain sa food park.,not_disaster
may mga nahulog na puno sa kalsada.,disaster
latest deal: new release items today!,not_disaster
latest deal: kumain items today!,not_disaster
promo ngayon! buffet ng milk tea.,not_disaster
ang daming tao kasi flash flood sa barangay.,disaster
there was a report of signal no. 3 in the city.,disaster
desktop for sale.,not_disaster
ang daming shop now na pagkain sa food park.,not_disaster
ang daming umorder na pagkain sa food park.,not_disaster
"community event, social connection",not_disaster
nagkaroon ng fire drill dahil sa sunog.,disaster
nagkaroon ng blackout buong region.,disaster
promo ngayon! ibinebenta ng milk tea.,not_disaster
"typhoon signal number 4 na, lahat ng tao nag-evacuate",disaster
"Strong earthquake sa laguna, maraming gusali gumuho",disaster
mga tao nag-evacuate na dahil sa tsunami alert.,disaster
nagkaroon ng oil spill.,disaster
"kailangan ng hygiene kits, maraming evacuees babae at bata",disaster
"Tulong sa pag-analyze, hindi ko gets",not_disaster
latest deal: buffet items today!,not_disaster
buy 1 take 1 milk tea.,not_disaster
"ingat mga kapitbahay, may gumuhong lupa kanina.",disaster
nabalitaan ko na nagkasunog sa probinsya.,disaster
"bagyo ang sumira ng kabuhayan ng mga magsasaka, donations needed.",disaster
nabaha buong bayan.,disaster
order ng fries combo.,not_disaster
sale ng damit.,not_disaster
ang daming bahay natangay ng baha,disaster
latest deal: nag-order items today!,not_disaster
"Tulong sa pag-backup, maraming files",not_disaster
"burger and fries combo, order now.",not_disaster
"check out this shop, maraming buy 1 take 1.",not_disaster
"new release ng iphone 14 pro max, pm me.",not_disaster
"check out this shop, maraming shop now.",not_disaster
"mga bata walang makain, please donate milk and biscuits",disaster
mga tindahan nasunog kagabi.,disaster
"Nagbagyo sa amin, maraming puno natumba",disaster
nag shop ulit.,not_disaster
may nawawala pa rin after baha,disaster
"coffee date with friends kanina, sobrang saya",not_disaster
nag landslide ulit.,disaster
nag roadtrip ulit kami.,not_disaster
palit washing machine sa refrigerator,not_disaster
"river overflow sa probinsya, maraming bahay binaha",disaster
lindol.,disaster
promo ngayon! nag-order ng milk tea.,not_disaster
furniture for sale.,not_disaster
"Tulong sa pag-explain, paano ba to",not_disaster
"ibinebenta ng iphone 14 pro max, pm me.",not_disaster
"nag-order ng iphone 14 pro max, pm me.",not_disaster
"Nasunugan ang kapitbahay namin, umaapela ng tulong pinansyal",disaster
"Tulong sa pag-repair, nasira na naman",not_disaster
"sarap ng dinner namin kanina, sulit",not_disaster
promo ngayon! new release ng milk tea.,not_disaster
"pabili ako ng gatas, deliver sa barangay plaza",not_disaster
"flooded ang buong subdivision, maraming pamilya na-stranded",disaster
looking for secondhand refrigerator.,not_disaster
"kailangan namin ng banig at kumot, malamig na",disaster
"murang phone ng iphone 14 pro max, pm me.",not_disaster
trade my books for groceries.,not_disaster
new phone drop.,not_disaster
"Tulong sa pag-organize, gulo na ang bahay",not_disaster
there was a report of torrential rain in the city.,disaster
"sunog sa eskwelahan, lahat ng estudyante na-evacuate",disaster
delivery available for fresh vegetables today,not_disaster
"late night study grind, kaya natin to",not_disaster
"rescue team delayed, kailangan ng dagdag tulong",disaster
nabalitaan ko na flash flood sa probinsya.,disaster
bagong restaurant opening.,not_disaster
ang daming tao kasi flooded sa barangay.,disaster
"urgent call for donations: rice, noodles, canned goods",disaster
"bumigay yung dam, nag overflow yung tubig.",disaster
ang daming tao kasi fire sa barangay.,disaster
"dance class later, excited na ako",not_disaster
"Tornado sa probinsya, maraming bahay nasira",disaster
grabe nasunugan dito sa amin.,disaster
"headphones review, sound quality amazing",not_disaster
barter my table for rice.,not_disaster
nag collapse ang tulay sa probinsya.,disaster
"ingat mga kapitbahay, may ulan kanina.",disaster
free delivery for orders above p300,not_disaster
available today: frozen goods with delivery,not_disaster
Tulong sa paghahanap ng nawawalang cellphone,not_disaster
Tulong sa paghahanap ng nawawalang notebook,not_disaster
"nagka-sunog kagabi, ubos lahat ng gamit ng pamilya",disaster
there was a report of gumuho in the city.,disaster
typhoon victims requesting clothes and shoes,disaster
"check out this shop, maraming preloved.",not_disaster
150 size 6 pick up,not_disaster
promo ngayon! kain ng milk tea.,not_disaster
"mga bata nanginginig sa lamig, walang kumot",disaster
nagkaroon ng sinkhole sa edsa.,disaster
"Tulong sa pag-manage, maraming items",not_disaster
"grabe, ang saya ng beach trip namin kahapon",not_disaster
"rescue truck stuck sa baha, backup needed",disaster
"Tulong sa pag-store, paano ba to",not_disaster
ang daming tao kasi strong quake sa barangay.,disaster
nag outing kami ulit.,not_disaster
malakas na aftershock naramdaman.,disaster
ang daming kainan na pagkain sa food park.,not_disaster
"swap guitar for laptop, pm if interested",not_disaster
"nag-enjoy kami sa family picnic kahapon sa park, ang saya!",not_disaster
swap dslr for gopro camera,not_disaster
"new sneakers available, limited stocks.",not_disaster
"Tulong sa pag-plan, hindi ko alam paano",not_disaster
pizza promo.,not_disaster
"baha ang sumira sa mga gamit namin, cash donations po ang kailangan.",disaster
nabalitaan ko na lindol sa probinsya.,disaster
"Lumindol sa amin, maraming bahay nasira",disaster
grabe typhoon dito sa amin.,disaster
"ingat mga kapitbahay, may binaha kanina.",disaster
takoyaki 5pcs for 50.,not_disaster
ang daming tao kasi nagkabaha sa barangay.,disaster
"earthquake sa hospital, maraming pasyente na-transfer",disaster
"Tulong naman, hindi ko gets",not_disaster
latest deal: foodtrip items today!,not_disaster
"nasunugan ang buong barangay, humihingi ng cash donations.",disaster
nabalitaan ko na strong quake sa probinsya.,disaster
"nawasak ang bahay dahil sa lindol, tulong pinansyal po ang aming kailangan.",disaster
nagkaroon ng malaking sunog.,disaster
there was a report of house on fire in the city.,disaster
"music festival next month, line up is amazing",not_disaster
"may landslide malapit sa eskwelahan, di na madaanan",disaster
pizza promo ulit.,not_disaster
there was a report of aftershock in the city.,disaster
"ingat mga kapitbahay, may malakas na ulan kanina.",disaster
"bagyo ang nagpalubog sa buong barangay, kailangan ng financial support.",disaster
grabe nagbagyo dito sa amin.,disaster
"burning building sa downtown, maraming tao na-stranded",disaster
"fire sa apartment building, maraming residente na-trap",disaster
"naapektuhan kami ng matinding baha, humihingi ng donasyon para sa mga bata.",disaster
grabe lindol dito sa amin.,disaster
ang daming stranded na pasahero sa pier.,disaster
"nag-aalok ng load delivery, pm lang",not_disaster
nabalitaan ko na binagyo sa probinsya.,disaster
there was a report of super typhoon in the city.,disaster
ang daming tao kasi ulan sa barangay.,disaster
"families sleeping on the streets, need blankets",disaster
"sumabog yung bulkang malapit, ang daming abo.",disaster
"ingat mga kapitbahay, may lumindol kanina.",disaster
rush sale: branded bags 50% off,not_disaster
"binaha ang buong barangay, kailangan po namin ng kaunting pera para makabili ng pagkain.",disaster
"flash flood ulit kagabi, wala na kaming pagkain",disaster
nabalitaan ko na nagsunog sa probinsya.,disaster
sale now.,not_disaster
"relief center overcrowded, wala nang space",disaster
nagpapahanap ng buyer ng sofa set,not_disaster
"Typhoon kanina, maraming tao nag-evacuate",disaster
nagkaroon ng blackout sa bayan.,disaster
"Tulong sa pag-setup, hindi ko alam paano",not_disaster
"ingat mga kapitbahay, may earthquake kanina.",disaster
ang daming tao kasi heavy rains sa barangay.,disaster
"concert tickets secured, can't wait",not_disaster
ang daming nag-order na pagkain sa food park.,not_disaster
"selling secondhand phone, slightly used.",not_disaster
"selling home appliances, slightly used.",not_disaster
"check out this shop, maraming nagbili.",not_disaster
"affordable home-cooked meals, message for menu.",not_disaster
"evacuation center kulang sa pagkain at hygiene kits, humihingi ng donations.",disaster
"bagyo ang nagdulot ng baha sa aming lugar, financial help needed.",disaster
"Fire dito sa amin, mga tao nag-evacuate",disaster
order na ng ramen bowl.,not_disaster
ang daming kain na pagkain sa food park.,not_disaster
nabalitaan ko na gumuho sa probinsya.,disaster
community kitchen needs rice donations,disaster
ang daming buffet na pagkain sa food park.,not_disaster
there was a report of nagkasunog in the city.,disaster
there was a report of nagbagyo in the city.,disaster
nabalitaan ko na torrential rain sa probinsya.,disaster
ang daming landslide sa kalsada papuntang baguio.,disaster
"Tulong sa pag-sync, hindi ko alam paano",not_disaster
"bagyo ang nagdulot ng baha sa buong barangay, financial assistance needed.",disaster
nagkaroon ng storm alert.,disaster
grabe binagyo dito sa amin.,disaster
nagkaroon ng landslide sa kalsada.,disaster
promo ngayon! gadget sale ng milk tea.,not_disaster
"volcanic eruption, maraming abo sa hangin",disaster
pm me if you have a rice cooker for sale.,not_disaster
"may mga sugatan sa fire incident, donate medicines",disaster
promo ngayon! order ng milk tea.,not_disaster
walang signal buong barangay after typhoon,disaster
there was a report of ulan in the city.,disaster
pizza promo ngayon.,not_disaster
ang daming tao kasi malakas na ulan sa barangay.,disaster
"Baha dito sa amin, mga tao nag-evacuate",disaster
mga bahay binaha ulit.,disaster
ang daming tao kasi super typhoon sa barangay.,disaster
latest deal: discount items today!,not_disaster
milk tea promo.,not_disaster
there was a report of flash flood in the city.,disaster
"Flash flood sa highway, maraming sasakyan na-stranded",disaster
promo ngayon! preloved ng milk tea.,not_disaster
"typhoon ulysses damaged our house, need assistance",disaster
"nag upgrade ako ng pc, ang lupet!",not_disaster
"pre-loved bags for sale, cheap",not_disaster
"ingat mga kapitbahay, may storm surge kanina.",disaster
"Super typhoon sa probinsya, maraming bahay nasira",disaster
"buy 1 take 1 promo, sulit na sulit",not_disaster
ang daming tao kasi aftershock sa barangay.,disaster
"Tulong sa pag-park, hindi ko alam paano",not_disaster
kape tayo sa bagong cafe.,not_disaster
nag-open na ulit yung favorite milk tea shop,not_disaster
grabe lumindol dito sa amin.,disaster
grabe gumuho dito sa amin.,disaster
"check out this shop, maraming bentahan.",not_disaster
fs. study table free napo yung lagayan,not_disaster
nabalitaan ko na baha sa probinsya.,disaster
"Tulong sa pag-organize, gulo na ang files",not_disaster
ang daming order na pagkain sa food park.,not_disaster
"smart home devices, convenience level up",not_disaster
"buy 1 take 1 ng iphone 14 pro max, pm me.",not_disaster
new clothes.,not_disaster
"Tulong sa paggamit ng computer, hindi ko alam paano",not_disaster
nabalitaan ko na fire sa probinsya.,disaster
"ingat mga kapitbahay, may strong quake kanina.",disaster
"flood reached 2nd floor, wala na kaming matutuluyan",disaster
"bagyo ang nagdulot ng landslide, evacuation center needs donations.",disaster
grab food delivery riders available now.,not_disaster
"nagbebenta ng bagong sapatos, size 8",not_disaster
"earthquake sa probinsya, maraming gusali nasira",disaster
"Tulong sa pag-setup, nahihirapan ako",not_disaster
"garage sale tomorrow, lahat bawas presyo",not_disaster
"nawalan kami ng hanapbuhay sa baha, humihingi ng financial assistance.",disaster
"Tulong sa pag-aayos ng bahay, maraming kalat",not_disaster
ang daming brand new na pagkain sa food park.,not_disaster
order na ng milk tea.,not_disaster
sarap ng halo-halo sa summer,not_disaster
"brand new bags for sale, cheap price.",not_disaster
brand new bags for sale.,not_disaster
"malakas ang ulan, bumaha agad sa kalsada.",disaster
"Tulong sa pag-solve, nahihirapan ako",not_disaster
barangay asking for donations of rice and canned goods,disaster
nabalitaan ko na burning building sa probinsya.,disaster
"Naglindol sa amin, maraming gusali nasira dahil sa lindol",disaster
"volunteers needed, maraming trabaho sa relief center",disaster
gaming laptop available.,not_disaster
flashflood pumasok sa bahay ng kapitbahay.,disaster
strong earthquake shook laguna this morning,disaster
sunog sa palengke kagabi.,disaster
"traffic na naman sa edsa, grabe",not_disaster
"wedding preparation, happy couple",not_disaster
good morning everyone! have a great day,not_disaster
"may landslide sa bundok, hindi madaanan ang daan",disaster
headphones available now.,not_disaster
barangay officials asking for relief goods,disaster
"looking to buy secondhand sofa, budget 2k",not_disaster
food promo today.,not_disaster
shoes sale up to 50%.,not_disaster
nabalitaan ko na nagbagyo sa probinsya.,disaster
"strong earthquake sa probinsya, maraming gusali nasira",disaster
nabalitaan ko na malakas na ulan sa probinsya.,disaster
"movie night sa bahay, popcorn ready",not_disaster
"iphone 13 pro max for sale, pm me.",not_disaster
promo ngayon! affordable items ng milk tea.,not_disaster
"Tulong sa pag-research, maraming sources",not_disaster
open for barter ‼️ pantene conditioner 150ml 120 pick up only!,not_disaster
"fashion haul, wardrobe update",not_disaster
there was a report of binagyo in the city.,disaster
"aftershock pa rin, maraming tao natatakot",disaster
"looking for buyer, dining table set",not_disaster
"landslide blocking road, no access to relief",disaster
"your nails and lash deserve more than just pampering, let's make them bloom! ✨️💅🏻 🪄 homebased / home service nailtech 🪄 nail extensions can last long 1 to 2 months or more & it depends on costomers care 🪄 when you cancel an appointment, your dp is not refunded. (dp require long distance location)do 100.00 🪄 don't be late, i still have a client after you. so be on time & responsible. 🪄 no cancelation 🪄 we accept maya & cash basis 📍 oogong santa cruz laguna 🗓 monday to sunday 🕔 it depende open slot visit our page for more info & design and dm this page for your appointment or kindly message here 👇🏻 📩 whatsapp : 09311274521 📩 fb page : butterfly's lab 📩 fb acc : gelai devilla silvestre please don't forget to liked & follow ❤️ i hope to see you for our nail and lash session 💅🏻 see you ladies 😍 #nailtechinmanila #nailtechintondo #nailextensionsintondo #nailsnearme #nailstech #nailtechnician #nailsnailsnails #nailsofinstagram #nailextensions",not_disaster
"Tulong sa pag-connect, hindi ko alam paano",not_disaster
sumabog ang gas station.,disaster
Tulong sa paghahanap ng nawawalang susi,not_disaster
ang daming evacuees sa covered court.,disaster
barter old tv for microwave oven,not_disaster
rescue teams needed sa bundok area,disaster
promo ngayon! for sale ng milk tea.,not_disaster
there was a report of binaha in the city.,disaster
"Tulong sa pag-arrange, gulo na ang furniture",not_disaster
may nagkaroon ng sunog sa palengke.,disaster
nawasak ang bubong ng paaralan.,disaster
ang daming takeout na pagkain sa food park.,not_disaster
"yoga class this morning, zen mode",not_disaster
"Tulong sa pag-decorate, hindi ko alam paano",not_disaster
promo ngayon! umorder ng milk tea.,not_disaster
"aftershock pa rin, hindi makapasok sa eskwela",disaster
ang daming tao kasi lumindol sa barangay.,disaster
"networking event, connections made",not_disaster
meet-up and barter items near plaza,not_disaster
"Chemical spill sa probinsya, maraming tao na-evacuate",disaster
"Tulong naman, may assignment ako",not_disaster
"food shortage, maraming pamilya walang makain",disaster
"ps5 available, pm me.",not_disaster
"check out this shop, maraming bumili.",not_disaster
"home cooked meal, masarap na ulam",not_disaster
"Tulong sa pag-commute, paano ba pumunta",not_disaster
"Bagyo sa probinsya, maraming bahay natangay",disaster
"ingat mga kapitbahay, may nagbagyo kanina.",disaster
new gadgets for sale.,not_disaster
"weekend bonding with family, nakaka-refresh",not_disaster
"Tulong sa pag-bake, sunog na naman",not_disaster
"sale ngayon ng iphone 14 pro max, pm me.",not_disaster
"check out this shop, maraming murang phone.",not_disaster
"Tulong sa pag-calculate, maraming numbers",not_disaster
movie night later! excited na ako,not_disaster
grabe ulan dito sa amin.,disaster
promo ngayon! nagkainan ng milk tea.,not_disaster
"camera gear haul, photography ready",not_disaster
ang daming place your order na pagkain sa food park.,not_disaster
latest deal: kainan items today!,not_disaster
"check out this shop, maraming bili.",not_disaster
"Tulong po, hindi ko alam paano",not_disaster
"sale ngayon sa shopee, check nyo bago matapos",not_disaster
"Landslide sa bundok, maraming tao na-stranded",disaster
"laptop upgrade, productivity boost",not_disaster
smartwatch for sale.,not_disaster
"nasira ang palengke dahil sa bagyo, vendors affected humihingi ng financial help.",disaster
"accepting pre-orders for milk tea, delivery within town",not_disaster
"beach trip this weekend, excited na",not_disaster
"check out this shop, maraming ibinebenta.",not_disaster
"nawalan ng kabuhayan dahil sa lindol, sana po matulungan kami kahit konti lang.",disaster
signal #4 na.,disaster
nasunog yung bahay.,disaster
"storm surge sa coastal area, maraming bahay natangay",disaster
ang daming tao kasi baha sa barangay.,disaster
clothes clearance sale.,not_disaster
"Sunog sa tindahan, maraming gamit nasira",disaster
mga bata nagkakasakit na dahil sa baha,disaster
happy birthday kuya! sana masaya ka ngayong araw,not_disaster
nabagsakan ng puno yung kotse.,disaster
meet up at town plaza for swap,not_disaster
"Tulong sa pag-gisa, paano ba to",not_disaster
gcash donations open for fire victims,disaster
"black friday sale, maraming murang gadgets",not_disaster
nasunog ang bahay kagabi.,disaster
"bili na ng prutas, sariwa at mura lang",not_disaster
"check out this shop, maraming nagkainan.",not_disaster
"graduation ceremony, achievement unlocked",not_disaster
"takeout ng iphone 14 pro max, pm me.",not_disaster
"Tulong sa pag-submit, paano ba to",not_disaster
grabe baha dito sa amin.,disaster
"grabe yung baha dito sa amin, hanggang tuhod na.",disaster
"Flooded area, maraming pamilya na-stranded",disaster
"nagbebenta ng homecooked meals, order na",not_disaster
"sunog ang sumira sa bahay namin, donations needed.",disaster
mga tao nasa evacuation center.,disaster
nabalitaan ko na lumindol sa probinsya.,disaster
"Tulong sa pag-manage, maraming tasks",not_disaster
"Tulong sa pag-write, blanko na ako",not_disaster
food delivery now.,not_disaster
"shop now ng iphone 14 pro max, pm me.",not_disaster
"samsung galaxy s22, pm for price.",not_disaster
"Aftershock pa rin, maraming tao natatakot",disaster
"bagyo ang nagdulot ng baha sa aming lugar, donations needed.",disaster
nagkaroon ng lindol kagabi.,disaster
promo ngayon! murang phone ng milk tea.,not_disaster
"Tulong sa presentation, hindi ko alam paano",not_disaster
grabe landslide dito sa amin.,disaster
nasunog ang tindahan kagabi.,disaster
"barter ps4 to xbox one, pm lang",not_disaster
grabe sunog dito sa amin.,disaster
"bagyo ang nagdulot ng landslide sa aming lugar, donations needed.",disaster
there was a report of bumaha in the city.,disaster
"apoy sa warehouse, maraming gamit nasunog",disaster
swap old bike for new helmet,not_disaster
"check out this shop, maraming takeout.",not_disaster
available pila rider any store po pwede malayuan malapitan with thermal bag no to payment first rain or shine📩🛵 ✅cake ✅bouquet/flowers ✅advance booking ✅pabili ✅pick up/deliver ✅pasuyo ✅pa-angkas ✅pasabuy ✅groceries ✅medicines srp+deliver fee only👌 direct message me on my account or call 09355691504 cash on delivery or gcash pwede po❤️ available pila/victoria/masapang/sta cruz📩🛵,not_disaster
fast food,not_disaster
"Typhoon dito sa amin, maraming tao na-stranded",disaster
nawasak yung eskwelahan sa bagyo.,disaster
"evacuation center kulang sa pagkain, humihingi ng donasyon.",disaster
swap sneakers for basketball shoes,not_disaster
"ingat mga kapitbahay, may torrential rain kanina.",disaster
swap bicycle for smartphone,not_disaster
"Tulong sa pag-clean, maraming kalat",not_disaster
mga tao nagtatakbuhan dahil sa apoy.,disaster
latest deal: bentahan items today!,not_disaster
"swap refrigerator for washing machine, pm if interested",not_disaster
grabe nilindol dito sa amin.,disaster
"typhoon rolly destroyed houses, urgent relief needed",disaster
"evacuation center puno na, sana po makatulong kayo kahit konting donasyon.",disaster
"kumain ng iphone 14 pro max, pm me.",not_disaster
"check out this shop, maraming gadget sale.",not_disaster
"Naglindol kanina, maraming poste ng kuryente natumba",disaster
nabaha sa buong barangay.,disaster
ang daming tao kasi gumuho sa barangay.,disaster
"Nag landslide sa benguet, maraming bahay nasira",disaster
looking for secondhand washing machine.,not_disaster
ang daming tao kasi bagyo sa barangay.,disaster
ang daming bili na pagkain sa food park.,not_disaster
"drought sa probinsya, walang tubig ang mga magsasaka",disaster
ang daming tao kasi binaha sa barangay.,disaster
grabe nagkabaha dito sa amin.,disaster
Tulong sa paghahanap ng nawawalang libro,not_disaster
"Blackout buong bayan, walang kuryente",disaster
there was a report of bumagyo in the city.,disaster
ang daming tao kasi naglindol sa barangay.,disaster
"mega sale sa mall, 70% off lahat ng items",not_disaster
tv sale now.,not_disaster
promo ngayon! sale ngayon ng milk tea.,not_disaster
limited sneakers drop.,not_disaster
"tv for sale, pm.",not_disaster
"beauty routine, glow up mode",not_disaster
pizza buy 1 take 1.,not_disaster
"ingat mga kapitbahay, may baha kanina.",disaster
"Drought sa probinsya, maraming magsasaka walang makain",disaster
"order na kayo ng milk tea, buy 1 take 1.",not_disaster
kailangan ng volunteers sa repacking area,disaster
"new arrivals sa store, check nyo na",not_disaster
shoes promo.,not_disaster
grabe burning building dito sa amin.,disaster
promo ngayon! discount ng milk tea.,not_disaster
latest deal: kain items today!,not_disaster
"art workshop this saturday, creative mode",not_disaster
"order now: homemade ulam, free delivery",not_disaster
nasunog yung warehouse sa may highway.,disaster
"ingat mga kapitbahay, may bagyo kanina.",disaster
latest deal: umorder items today!,not_disaster
mga tao nagpanic sa aftershock.,disaster
ang daming tao kasi overflowing river sa barangay.,disaster
"Nag landslide sa amin, maraming tao natakot",disaster
"street food adventure, ang daming masarap",not_disaster
ang daming tao kasi nilindol sa barangay.,disaster
ang daming tao kasi nasunugan sa barangay.,disaster
ang daming affordable items na pagkain sa food park.,not_disaster
"ingat mga kapitbahay, may nasunugan kanina.",disaster
"order ng iphone 14 pro max, pm me.",not_disaster
kumalat na ang sakit sa evacuation center,disaster
there was a report of typhoon in the city.,disaster
