text,label,is_disaster,disaster_type
nagkaroon ng gas leak at sumabog.,disaster,True,other
mga poste ng kuryente nagtilapon.,disaster,True,other
nagkasunog sa apartment kahapon.,disaster,True,fire
"yung ilog umapaw, baha buong barangay.",disaster,True,flood
mga tao nagtatakbuhan dahil sa apoy.,disaster,True,fire
nagkaroon ng oil spill sa dagat.,disaster,True,other
mga bangka natabunan ng malakas na alon.,disaster,True,other
ang daming nasirang bahay dahil sa bagyo.,disaster,True,flood
nag landslide sa gilid ng bundok.,disaster,True,landslide
nabiyak yung lupa pagkatapos ng lindol.,disaster,True,earthquake
mga bata umiiyak sa evacuation center.,disaster,True,other
nagkaroon ng chemical leak sa planta.,disaster,True,other
nasunog yung warehouse sa may highway.,disaster,True,fire
nagkaroon ng blackout buong region.,disaster,True,other
sumabog yung planta ng kuryente.,disaster,True,other
nagkaroon ng pagsabog sa pabrika.,disaster,True,other
mga tindahan nasunog kagabi.,disaster,True,fire
mga tao nagpanic sa aftershock.,disaster,True,earthquake
nabaha buong subdivision.,disaster,True,flood
nagkaroon ng landslide sa kalsada.,disaster,True,landslide
nawasak yung eskwelahan sa bagyo.,disaster,True,typhoon
mga tao stranded sa terminal.,disaster,True,other
nagkaroon ng lindol kagabi.,disaster,True,earthquake
nabagsakan ng puno yung kotse.,disaster,True,other
nagkaroon ng sunog sa mall.,disaster,True,fire
mga poste ng ilaw natumba.,disaster,True,other
nagkaroon ng baha sa bayan.,disaster,True,flood
mga bahay binaha ulit.,disaster,True,flood
mga bubong natangay ng hangin.,disaster,True,other
nagkaroon ng aftershock ulit.,disaster,True,earthquake
sumabog yung lpg tank.,disaster,True,other
nag landslide sa bundok.,disaster,True,landslide
nagkaroon ng oil spill.,disaster,True,other
nagkasunog sa eskwela.,disaster,True,fire
nawasak yung bubong.,disaster,True,other
nagkaroon ng blackout.,disaster,True,other
nag landslide ulit.,disaster,True,landslide
nabaha buong bayan.,disaster,True,flood
nagkaroon ng lindol.,disaster,True,earthquake
nasunog yung bahay.,disaster,True,fire
nag flashflood.,disaster,True,flood
signal #4 na.,disaster,True,typhoon
nabaha ulit.,disaster,True,flood
sunog ulit.,disaster,True,fire
bagyo raw.,disaster,True,typhoon
nabaha.,disaster,True,flood
lindol.,disaster,True,earthquake
"malakas na ulan, binaha ang kalsada.",disaster,True,flood
bumagsak ang gusali dahil sa lindol.,disaster,True,earthquake
mga tao na-trap sa baha.,disaster,True,flood
nagkaroon ng landslide sa benguet.,disaster,True,landslide
nag collapse ang tulay sa probinsya.,disaster,True,other
"sunog sa may palengke, kumalat agad.",disaster,True,fire
nawasak ang bahay ng kapitbahay.,disaster,True,flood
nagkaroon ng sinkhole sa edsa.,disaster,True,other
nagkaroon ng tsunami alert.,disaster,True,other
nagkaroon ng sunog sa eskwelahan.,disaster,True,fire
sumabog ang gas station.,disaster,True,other
nagkaroon ng bagyo kagabi.,disaster,True,typhoon
nawasak ang poste ng kuryente.,disaster,True,other
mga puno natumba.,disaster,True,other
nabaha sa buong barangay.,disaster,True,flood
mga bahay natangay ng baha.,disaster,True,flood
nagkaroon ng blackout sa bayan.,disaster,True,other
nagkaroon ng sunog sa ospital.,disaster,True,fire
nagkaroon ng lindol sa probinsya.,disaster,True,earthquake
malakas na aftershock naramdaman.,disaster,True,earthquake
mga tao nag evacuate.,disaster,True,other
nagkaroon ng fire alert.,disaster,True,fire
mga bata umiiyak sa baha.,disaster,True,flood
nagkaroon ng storm surge.,disaster,True,typhoon
mga kotse inanod ng baha.,disaster,True,flood
nasunog ang bahay kagabi.,disaster,True,fire
nagkaroon ng biglaang pagbaha.,disaster,True,flood
nag landslide sa gilid ng kalsada.,disaster,True,landslide
nagkaroon ng sunog sa building.,disaster,True,fire
nagkaroon ng fire drill dahil sa sunog.,disaster,True,fire
nagkaroon ng blackout kagabi.,disaster,True,other
signal #2 na raw.,disaster,True,typhoon
nagkaroon ng chemical spill.,disaster,True,other
nagkaroon ng oil leak sa dagat.,disaster,True,other
mga tao stranded sa daan.,disaster,True,other
nagkaroon ng baha sa maynila.,disaster,True,flood
nasunog ang tindahan kagabi.,disaster,True,fire
nagkaroon ng landslide sa bundok.,disaster,True,landslide
mga gusali nasira dahil sa lindol.,disaster,True,earthquake
nagkaroon ng lindol ulit.,disaster,True,earthquake
nagkaroon ng sunog ulit.,disaster,True,fire
nagkaroon ng flashflood sa bayan.,disaster,True,flood
nawasak ang bubong ng paaralan.,disaster,True,other
nagkaroon ng storm alert.,disaster,True,typhoon
nagkaroon ng eruption sa bulkan.,disaster,True,other
mga tao nasa evacuation center.,disaster,True,other
nagkaroon ng malaking sunog.,disaster,True,fire
nagkaroon ng baha ulit.,disaster,True,flood
nagkaroon ng landslide ulit.,disaster,True,landslide
sunog sa palengke kagabi.,disaster,True,fire
nagkaroon ng chemical explosion.,disaster,True,other
nagkaroon ng flashflood ulit.,disaster,True,flood
nagkaroon ng storm surge ulit.,disaster,True,typhoon
"iphone 13 pro max for sale, pm me.",not_disaster,False,not_disaster
sarap ng bagong luto na samgyup.,not_disaster,False,not_disaster
shopee haul! ang dami kong nakuha.,not_disaster,False,not_disaster
"selling preloved clothes, mura lang.",not_disaster,False,not_disaster
"order na kayo ng milk tea, buy 1 take 1.",not_disaster,False,not_disaster
"laptop for sale, negotiable price.",not_disaster,False,not_disaster
nag foodtrip kami kagabi.,not_disaster,False,not_disaster
"new sneakers available, limited stocks.",not_disaster,False,not_disaster
"samsung galaxy s22, pm for price.",not_disaster,False,not_disaster
kape tayo sa bagong cafe.,not_disaster,False,not_disaster
buy 1 take 1 pizza promo today!,not_disaster,False,not_disaster
"order na ng takoyaki, masarap.",not_disaster,False,not_disaster
macbook air for sale.,not_disaster,False,not_disaster
nag mall kami kanina.,not_disaster,False,not_disaster
"new shoes drop, pm now.",not_disaster,False,not_disaster
sarap ng ramen dito sa shop.,not_disaster,False,not_disaster
brand new bags for sale.,not_disaster,False,not_disaster
nag outing kami sa beach.,not_disaster,False,not_disaster
"burger and fries combo, order now.",not_disaster,False,not_disaster
"canon camera for sale, negotiable.",not_disaster,False,not_disaster
buy 1 take 1 milk tea.,not_disaster,False,not_disaster
"airpods for sale, legit.",not_disaster,False,not_disaster
nag roadtrip kami kahapon.,not_disaster,False,not_disaster
"ps5 available, pm me.",not_disaster,False,not_disaster
bagong bukas na cafe.,not_disaster,False,not_disaster
pizza promo ngayon.,not_disaster,False,not_disaster
oppo reno phone for sale.,not_disaster,False,not_disaster
nag swimming kami kanina.,not_disaster,False,not_disaster
chicken wings promo today.,not_disaster,False,not_disaster
smartwatch for sale.,not_disaster,False,not_disaster
nag shopping kami sa mall.,not_disaster,False,not_disaster
headphones available now.,not_disaster,False,not_disaster
takoyaki 5pcs for 50.,not_disaster,False,not_disaster
clothes bundle sale.,not_disaster,False,not_disaster
nag gala kami sa park.,not_disaster,False,not_disaster
shoes sale up to 50%.,not_disaster,False,not_disaster
lazada sale haul.,not_disaster,False,not_disaster
gaming laptop available.,not_disaster,False,not_disaster
buy 1 free 1 burger.,not_disaster,False,not_disaster
nag inuman kami kagabi.,not_disaster,False,not_disaster
watch for sale.,not_disaster,False,not_disaster
bagong restaurant opening.,not_disaster,False,not_disaster
smartphone sale promo.,not_disaster,False,not_disaster
nag kape kami sa cafe.,not_disaster,False,not_disaster
"tv for sale, pm.",not_disaster,False,not_disaster
nag movie kami sa mall.,not_disaster,False,not_disaster
new restaurant in town.,not_disaster,False,not_disaster
shoes for sale.,not_disaster,False,not_disaster
order food delivery now.,not_disaster,False,not_disaster
motorcycle for sale.,not_disaster,False,not_disaster
new clothes available.,not_disaster,False,not_disaster
nag travel kami.,not_disaster,False,not_disaster
gaming pc for sale.,not_disaster,False,not_disaster
order na ng fries.,not_disaster,False,not_disaster
smartphone available.,not_disaster,False,not_disaster
nag swimming ulit.,not_disaster,False,not_disaster
tablet for sale.,not_disaster,False,not_disaster
milk tea promo.,not_disaster,False,not_disaster
camera lens for sale.,not_disaster,False,not_disaster
nag jogging kami.,not_disaster,False,not_disaster
pizza buy 1 take 1.,not_disaster,False,not_disaster
shoes bundle sale.,not_disaster,False,not_disaster
nag gala kami ulit.,not_disaster,False,not_disaster
smartwatch promo.,not_disaster,False,not_disaster
furniture for sale.,not_disaster,False,not_disaster
nag mall ulit.,not_disaster,False,not_disaster
food promo today.,not_disaster,False,not_disaster
desktop for sale.,not_disaster,False,not_disaster
nag lakad kami.,not_disaster,False,not_disaster
headset available.,not_disaster,False,not_disaster
food delivery now.,not_disaster,False,not_disaster
speaker for sale.,not_disaster,False,not_disaster
nag laro kami.,not_disaster,False,not_disaster
phone promo sale.,not_disaster,False,not_disaster
burger for sale.,not_disaster,False,not_disaster
nag shop ulit.,not_disaster,False,not_disaster
tv sale now.,not_disaster,False,not_disaster
bike for sale.,not_disaster,False,not_disaster
nag kain kami.,not_disaster,False,not_disaster
pizza promo.,not_disaster,False,not_disaster
car for sale.,not_disaster,False,not_disaster
nag inom kami.,not_disaster,False,not_disaster
food for sale.,not_disaster,False,not_disaster
shoes promo.,not_disaster,False,not_disaster
nag gala ulit.,not_disaster,False,not_disaster
tablet sale.,not_disaster,False,not_disaster
watch promo.,not_disaster,False,not_disaster
nag mall kami.,not_disaster,False,not_disaster
laptop promo.,not_disaster,False,not_disaster
new clothes.,not_disaster,False,not_disaster
nag travel.,not_disaster,False,not_disaster
sale now.,not_disaster,False,not_disaster
burger.,not_disaster,False,not_disaster
"new phone for sale, pm now.",not_disaster,False,not_disaster
order na ng ramen bowl.,not_disaster,False,not_disaster
sarap ng milk tea dito.,not_disaster,False,not_disaster
nag roadtrip ulit kami.,not_disaster,False,not_disaster
limited sneakers drop.,not_disaster,False,not_disaster
buy 1 take 1 shawarma.,not_disaster,False,not_disaster
new gadgets for sale.,not_disaster,False,not_disaster
nag outing kami ulit.,not_disaster,False,not_disaster
pizza bundle promo.,not_disaster,False,not_disaster
smartwatch available.,not_disaster,False,not_disaster
nag foodtrip ulit kami.,not_disaster,False,not_disaster
brand new laptop sale.,not_disaster,False,not_disaster
burger combo meal.,not_disaster,False,not_disaster
clothes clearance sale.,not_disaster,False,not_disaster
nag shopping ulit.,not_disaster,False,not_disaster
furniture clearance.,not_disaster,False,not_disaster
new cafe in town.,not_disaster,False,not_disaster
order ng sushi platter.,not_disaster,False,not_disaster
headphones for sale.,not_disaster,False,not_disaster
nag travel ulit.,not_disaster,False,not_disaster
tablet available now.,not_disaster,False,not_disaster
tv discount promo.,not_disaster,False,not_disaster
new restaurant promo.,not_disaster,False,not_disaster
gaming chair sale.,not_disaster,False,not_disaster
order na ng burger.,not_disaster,False,not_disaster
camera available.,not_disaster,False,not_disaster
nag mall ulit kami.,not_disaster,False,not_disaster
smartphone discount.,not_disaster,False,not_disaster
order ng fries combo.,not_disaster,False,not_disaster
new smartwatch drop.,not_disaster,False,not_disaster
pizza promo ulit.,not_disaster,False,not_disaster
sale ng damit.,not_disaster,False,not_disaster
speaker promo.,not_disaster,False,not_disaster
order na ng milk tea.,not_disaster,False,not_disaster
new phone drop.,not_disaster,False,not_disaster
grabe sunog dito sa amin.,disaster,True,fire
ang daming tao kasi sunog sa barangay.,disaster,True,fire
nabalitaan ko na sunog sa probinsya.,disaster,True,fire
grabe nasunugan dito sa amin.,disaster,True,fire
ang daming tao kasi nasunugan sa barangay.,disaster,True,fire
nabalitaan ko na nasunugan sa probinsya.,disaster,True,fire
grabe nagkasunog dito sa amin.,disaster,True,fire
ang daming tao kasi nagkasunog sa barangay.,disaster,True,fire
nabalitaan ko na nagkasunog sa probinsya.,disaster,True,fire
grabe nagsunog dito sa amin.,disaster,True,fire
ang daming tao kasi nagsunog sa barangay.,disaster,True,fire
nabalitaan ko na nagsunog sa probinsya.,disaster,True,fire
grabe nasusunog dito sa amin.,disaster,True,fire
ang daming tao kasi nasusunog sa barangay.,disaster,True,fire
nabalitaan ko na nasusunog sa probinsya.,disaster,True,fire
grabe baha dito sa amin.,disaster,True,flood
ang daming tao kasi baha sa barangay.,disaster,True,flood
nabalitaan ko na baha sa probinsya.,disaster,True,flood
grabe binaha dito sa amin.,disaster,True,flood
ang daming tao kasi binaha sa barangay.,disaster,True,flood
nabalitaan ko na binaha sa probinsya.,disaster,True,flood
grabe bumaha dito sa amin.,disaster,True,flood
ang daming tao kasi bumaha sa barangay.,disaster,True,flood
nabalitaan ko na bumaha sa probinsya.,disaster,True,flood
grabe nagkabaha dito sa amin.,disaster,True,flood
ang daming tao kasi nagkabaha sa barangay.,disaster,True,flood
nabalitaan ko na nagkabaha sa probinsya.,disaster,True,flood
grabe lindol dito sa amin.,disaster,True,earthquake
ang daming tao kasi lindol sa barangay.,disaster,True,earthquake
nabalitaan ko na lindol sa probinsya.,disaster,True,earthquake
grabe lumindol dito sa amin.,disaster,True,earthquake
ang daming tao kasi lumindol sa barangay.,disaster,True,earthquake
nabalitaan ko na lumindol sa probinsya.,disaster,True,earthquake
grabe nilindol dito sa amin.,disaster,True,earthquake
ang daming tao kasi nilindol sa barangay.,disaster,True,earthquake
nabalitaan ko na nilindol sa probinsya.,disaster,True,earthquake
grabe naglindol dito sa amin.,disaster,True,earthquake
ang daming tao kasi naglindol sa barangay.,disaster,True,earthquake
nabalitaan ko na naglindol sa probinsya.,disaster,True,earthquake
grabe bagyo dito sa amin.,disaster,True,typhoon
ang daming tao kasi bagyo sa barangay.,disaster,True,typhoon
nabalitaan ko na bagyo sa probinsya.,disaster,True,typhoon
grabe bumagyo dito sa amin.,disaster,True,typhoon
ang daming tao kasi bumagyo sa barangay.,disaster,True,typhoon
nabalitaan ko na bumagyo sa probinsya.,disaster,True,typhoon
grabe binagyo dito sa amin.,disaster,True,typhoon
ang daming tao kasi binagyo sa barangay.,disaster,True,typhoon
nabalitaan ko na binagyo sa probinsya.,disaster,True,typhoon
grabe nagbagyo dito sa amin.,disaster,True,typhoon
ang daming tao kasi nagbagyo sa barangay.,disaster,True,typhoon
nabalitaan ko na nagbagyo sa probinsya.,disaster,True,typhoon
grabe landslide dito sa amin.,disaster,True,landslide
ang daming tao kasi landslide sa barangay.,disaster,True,landslide
nabalitaan ko na landslide sa probinsya.,disaster,True,landslide
grabe gumuho dito sa amin.,disaster,True,landslide
ang daming tao kasi gumuho sa barangay.,disaster,True,landslide
nabalitaan ko na gumuho sa probinsya.,disaster,True,landslide
grabe gumuhong lupa dito sa amin.,disaster,True,landslide
ang daming tao kasi gumuhong lupa sa barangay.,disaster,True,landslide
nabalitaan ko na gumuhong lupa sa probinsya.,disaster,True,landslide
"for sale ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! for sale ng milk tea.,not_disaster,False,not_disaster
ang daming for sale na pagkain sa food park.,not_disaster,False,not_disaster
"binebenta ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! binebenta ng milk tea.,not_disaster,False,not_disaster
ang daming binebenta na pagkain sa food park.,not_disaster,False,not_disaster
"ibinebenta ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! ibinebenta ng milk tea.,not_disaster,False,not_disaster
ang daming ibinebenta na pagkain sa food park.,not_disaster,False,not_disaster
"bentahan ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! bentahan ng milk tea.,not_disaster,False,not_disaster
ang daming bentahan na pagkain sa food park.,not_disaster,False,not_disaster
"sale ngayon ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! sale ngayon ng milk tea.,not_disaster,False,not_disaster
ang daming sale ngayon na pagkain sa food park.,not_disaster,False,not_disaster
"order ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! order ng milk tea.,not_disaster,False,not_disaster
ang daming order na pagkain sa food park.,not_disaster,False,not_disaster
"umorder ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! umorder ng milk tea.,not_disaster,False,not_disaster
ang daming umorder na pagkain sa food park.,not_disaster,False,not_disaster
"nag-order ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! nag-order ng milk tea.,not_disaster,False,not_disaster
ang daming nag-order na pagkain sa food park.,not_disaster,False,not_disaster
"inorder ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! inorder ng milk tea.,not_disaster,False,not_disaster
ang daming inorder na pagkain sa food park.,not_disaster,False,not_disaster
"kain ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! kain ng milk tea.,not_disaster,False,not_disaster
ang daming kain na pagkain sa food park.,not_disaster,False,not_disaster
"kumain ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! kumain ng milk tea.,not_disaster,False,not_disaster
ang daming kumain na pagkain sa food park.,not_disaster,False,not_disaster
"kainan ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! kainan ng milk tea.,not_disaster,False,not_disaster
ang daming kainan na pagkain sa food park.,not_disaster,False,not_disaster
"nagkainan ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! nagkainan ng milk tea.,not_disaster,False,not_disaster
ang daming nagkainan na pagkain sa food park.,not_disaster,False,not_disaster
"bili ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! bili ng milk tea.,not_disaster,False,not_disaster
ang daming bili na pagkain sa food park.,not_disaster,False,not_disaster
"bumili ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! bumili ng milk tea.,not_disaster,False,not_disaster
ang daming bumili na pagkain sa food park.,not_disaster,False,not_disaster
"nagbili ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! nagbili ng milk tea.,not_disaster,False,not_disaster
ang daming nagbili na pagkain sa food park.,not_disaster,False,not_disaster
"binili ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! binili ng milk tea.,not_disaster,False,not_disaster
ang daming binili na pagkain sa food park.,not_disaster,False,not_disaster
"pagbebenta ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! pagbebenta ng milk tea.,not_disaster,False,not_disaster
ang daming pagbebenta na pagkain sa food park.,not_disaster,False,not_disaster
there was a report of sunog in the city.,disaster,True,fire
"ingat mga kapitbahay, may sunog kanina.",disaster,True,fire
there was a report of nasunugan in the city.,disaster,True,fire
"ingat mga kapitbahay, may nasunugan kanina.",disaster,True,fire
there was a report of nagkasunog in the city.,disaster,True,fire
"ingat mga kapitbahay, may nagkasunog kanina.",disaster,True,fire
there was a report of nagsunog in the city.,disaster,True,fire
"ingat mga kapitbahay, may nagsunog kanina.",disaster,True,fire
there was a report of nasusunog in the city.,disaster,True,fire
"ingat mga kapitbahay, may nasusunog kanina.",disaster,True,fire
grabe fire dito sa amin.,disaster,True,fire
ang daming tao kasi fire sa barangay.,disaster,True,fire
nabalitaan ko na fire sa probinsya.,disaster,True,fire
there was a report of fire in the city.,disaster,True,fire
"ingat mga kapitbahay, may fire kanina.",disaster,True,fire
grabe house on fire dito sa amin.,disaster,True,fire
ang daming tao kasi house on fire sa barangay.,disaster,True,fire
nabalitaan ko na house on fire sa probinsya.,disaster,True,fire
there was a report of house on fire in the city.,disaster,True,fire
"ingat mga kapitbahay, may house on fire kanina.",disaster,True,fire
grabe burning building dito sa amin.,disaster,True,fire
ang daming tao kasi burning building sa barangay.,disaster,True,fire
nabalitaan ko na burning building sa probinsya.,disaster,True,fire
there was a report of burning building in the city.,disaster,True,fire
"ingat mga kapitbahay, may burning building kanina.",disaster,True,fire
there was a report of baha in the city.,disaster,True,flood
"ingat mga kapitbahay, may baha kanina.",disaster,True,flood
there was a report of binaha in the city.,disaster,True,flood
"ingat mga kapitbahay, may binaha kanina.",disaster,True,flood
there was a report of bumaha in the city.,disaster,True,flood
"ingat mga kapitbahay, may bumaha kanina.",disaster,True,flood
there was a report of nagkabaha in the city.,disaster,True,flood
"ingat mga kapitbahay, may nagkabaha kanina.",disaster,True,flood
grabe flash flood dito sa amin.,disaster,True,flood
ang daming tao kasi flash flood sa barangay.,disaster,True,flood
nabalitaan ko na flash flood sa probinsya.,disaster,True,flood
there was a report of flash flood in the city.,disaster,True,flood
"ingat mga kapitbahay, may flash flood kanina.",disaster,True,flood
grabe flooded dito sa amin.,disaster,True,flood
ang daming tao kasi flooded sa barangay.,disaster,True,flood
nabalitaan ko na flooded sa probinsya.,disaster,True,flood
there was a report of flooded in the city.,disaster,True,flood
"ingat mga kapitbahay, may flooded kanina.",disaster,True,flood
grabe overflowing river dito sa amin.,disaster,True,flood
ang daming tao kasi overflowing river sa barangay.,disaster,True,flood
nabalitaan ko na overflowing river sa probinsya.,disaster,True,flood
there was a report of overflowing river in the city.,disaster,True,flood
"ingat mga kapitbahay, may overflowing river kanina.",disaster,True,flood
there was a report of lindol in the city.,disaster,True,earthquake
"ingat mga kapitbahay, may lindol kanina.",disaster,True,flood
there was a report of lumindol in the city.,disaster,True,earthquake
"ingat mga kapitbahay, may lumindol kanina.",disaster,True,flood
there was a report of nilindol in the city.,disaster,True,earthquake
"ingat mga kapitbahay, may nilindol kanina.",disaster,True,flood
there was a report of naglindol in the city.,disaster,True,earthquake
"ingat mga kapitbahay, may naglindol kanina.",disaster,True,flood
grabe earthquake dito sa amin.,disaster,True,earthquake
ang daming tao kasi earthquake sa barangay.,disaster,True,earthquake
nabalitaan ko na earthquake sa probinsya.,disaster,True,earthquake
there was a report of earthquake in the city.,disaster,True,earthquake
"ingat mga kapitbahay, may earthquake kanina.",disaster,True,flood
grabe aftershock dito sa amin.,disaster,True,earthquake
ang daming tao kasi aftershock sa barangay.,disaster,True,earthquake
nabalitaan ko na aftershock sa probinsya.,disaster,True,earthquake
there was a report of aftershock in the city.,disaster,True,earthquake
"ingat mga kapitbahay, may aftershock kanina.",disaster,True,flood
grabe strong quake dito sa amin.,disaster,True,earthquake
ang daming tao kasi strong quake sa barangay.,disaster,True,earthquake
nabalitaan ko na strong quake sa probinsya.,disaster,True,earthquake
there was a report of strong quake in the city.,disaster,True,earthquake
"ingat mga kapitbahay, may strong quake kanina.",disaster,True,flood
there was a report of bagyo in the city.,disaster,True,typhoon
"ingat mga kapitbahay, may bagyo kanina.",disaster,True,flood
there was a report of bumagyo in the city.,disaster,True,typhoon
"ingat mga kapitbahay, may bumagyo kanina.",disaster,True,flood
there was a report of binagyo in the city.,disaster,True,typhoon
"ingat mga kapitbahay, may binagyo kanina.",disaster,True,flood
there was a report of nagbagyo in the city.,disaster,True,typhoon
"ingat mga kapitbahay, may nagbagyo kanina.",disaster,True,flood
grabe typhoon dito sa amin.,disaster,True,typhoon
ang daming tao kasi typhoon sa barangay.,disaster,True,typhoon
nabalitaan ko na typhoon sa probinsya.,disaster,True,typhoon
there was a report of typhoon in the city.,disaster,True,typhoon
"ingat mga kapitbahay, may typhoon kanina.",disaster,True,flood
grabe storm surge dito sa amin.,disaster,True,typhoon
ang daming tao kasi storm surge sa barangay.,disaster,True,typhoon
nabalitaan ko na storm surge sa probinsya.,disaster,True,typhoon
there was a report of storm surge in the city.,disaster,True,typhoon
"ingat mga kapitbahay, may storm surge kanina.",disaster,True,flood
grabe signal no. 3 dito sa amin.,disaster,True,typhoon
ang daming tao kasi signal no. 3 sa barangay.,disaster,True,typhoon
nabalitaan ko na signal no. 3 sa probinsya.,disaster,True,typhoon
there was a report of signal no. 3 in the city.,disaster,True,typhoon
"ingat mga kapitbahay, may signal no. 3 kanina.",disaster,True,flood
grabe super typhoon dito sa amin.,disaster,True,typhoon
ang daming tao kasi super typhoon sa barangay.,disaster,True,typhoon
nabalitaan ko na super typhoon sa probinsya.,disaster,True,typhoon
there was a report of super typhoon in the city.,disaster,True,typhoon
"ingat mga kapitbahay, may super typhoon kanina.",disaster,True,flood
grabe ulan dito sa amin.,disaster,True,typhoon
ang daming tao kasi ulan sa barangay.,disaster,True,typhoon
nabalitaan ko na ulan sa probinsya.,disaster,True,typhoon
there was a report of ulan in the city.,disaster,True,typhoon
"ingat mga kapitbahay, may ulan kanina.",disaster,True,flood
grabe malakas na ulan dito sa amin.,disaster,True,typhoon
ang daming tao kasi malakas na ulan sa barangay.,disaster,True,typhoon
nabalitaan ko na malakas na ulan sa probinsya.,disaster,True,typhoon
there was a report of malakas na ulan in the city.,disaster,True,typhoon
"ingat mga kapitbahay, may malakas na ulan kanina.",disaster,True,flood
grabe torrential rain dito sa amin.,disaster,True,other
ang daming tao kasi torrential rain sa barangay.,disaster,True,other
nabalitaan ko na torrential rain sa probinsya.,disaster,True,other
there was a report of torrential rain in the city.,disaster,True,other
"ingat mga kapitbahay, may torrential rain kanina.",disaster,True,flood
grabe heavy rains dito sa amin.,disaster,True,other
ang daming tao kasi heavy rains sa barangay.,disaster,True,other
nabalitaan ko na heavy rains sa probinsya.,disaster,True,other
there was a report of heavy rains in the city.,disaster,True,other
"ingat mga kapitbahay, may heavy rains kanina.",disaster,True,flood
there was a report of landslide in the city.,disaster,True,landslide
"ingat mga kapitbahay, may landslide kanina.",disaster,True,flood
there was a report of gumuho in the city.,disaster,True,landslide
"ingat mga kapitbahay, may gumuho kanina.",disaster,True,flood
there was a report of gumuhong lupa in the city.,disaster,True,landslide
"ingat mga kapitbahay, may gumuhong lupa kanina.",disaster,True,flood
"check out this shop, maraming for sale.",not_disaster,False,not_disaster
latest deal: for sale items today!,not_disaster,False,not_disaster
"check out this shop, maraming binebenta.",not_disaster,False,not_disaster
latest deal: binebenta items today!,not_disaster,False,not_disaster
"check out this shop, maraming ibinebenta.",not_disaster,False,not_disaster
latest deal: ibinebenta items today!,not_disaster,False,not_disaster
"check out this shop, maraming bentahan.",not_disaster,False,not_disaster
latest deal: bentahan items today!,not_disaster,False,not_disaster
"check out this shop, maraming sale ngayon.",not_disaster,False,not_disaster
latest deal: sale ngayon items today!,not_disaster,False,not_disaster
"promo ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! promo ng milk tea.,not_disaster,False,not_disaster
ang daming promo na pagkain sa food park.,not_disaster,False,not_disaster
"check out this shop, maraming promo.",not_disaster,False,not_disaster
latest deal: promo items today!,not_disaster,False,not_disaster
"discount ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! discount ng milk tea.,not_disaster,False,not_disaster
ang daming discount na pagkain sa food park.,not_disaster,False,not_disaster
"check out this shop, maraming discount.",not_disaster,False,not_disaster
latest deal: discount items today!,not_disaster,False,not_disaster
"check out this shop, maraming order.",not_disaster,False,not_disaster
latest deal: order items today!,not_disaster,False,not_disaster
"check out this shop, maraming umorder.",not_disaster,False,not_disaster
latest deal: umorder items today!,not_disaster,False,not_disaster
"check out this shop, maraming nag-order.",not_disaster,False,not_disaster
latest deal: nag-order items today!,not_disaster,False,not_disaster
"check out this shop, maraming inorder.",not_disaster,False,not_disaster
latest deal: inorder items today!,not_disaster,False,not_disaster
"place your order ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! place your order ng milk tea.,not_disaster,False,not_disaster
ang daming place your order na pagkain sa food park.,not_disaster,False,not_disaster
"check out this shop, maraming place your order.",not_disaster,False,not_disaster
latest deal: place your order items today!,not_disaster,False,not_disaster
"takeout ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! takeout ng milk tea.,not_disaster,False,not_disaster
ang daming takeout na pagkain sa food park.,not_disaster,False,not_disaster
"check out this shop, maraming takeout.",not_disaster,False,not_disaster
latest deal: takeout items today!,not_disaster,False,not_disaster
"delivery ng iphone 14 pro max, pm me.",not_disaster,False,not_disaster
promo ngayon! delivery ng milk tea.,not_disaster,False,not_disaster
ang daming delivery na pagkain sa food park.,not_disaster,False,not_disaster
"check out this shop, maraming delivery.",not_disaster,False,not_disaster
latest deal: delivery items today!,not_disaster,False,not_disaster
